id,city,city_code,airport_name,country,timezone,,,
1722,Devils Lake,DVL,Devils Lake,United States,America/Chicago,,,
1723,Davenport,DVN,Davenport,United States,America/Chicago,,,
1724,Davao,DVO,Francisco Bangoy International Airport,Philippines,Asia/Manila,,,
1725,Davenport Downs,DVP,Davenport Downs,Australia,Australia/Brisbane,,,
1726,Daly River,DVR,Daly River,Australia,Australia/Darwin,,,
1727,Dwangwa,DWA,Dwangwa,Malawi,Africa/Blantyre,,,
1728,Dawadmi,DWD,Dawadmi,Saudi Arabia,Asia/Riyadh,,,
1729,Houston,DWH,David Wayne Hooks,United States,America/Chicago,,,
1730,Oklahoma City,DWN,Downtown Airpark,United States,America/Chicago,,,
1731,Dubai,DXB,Dubai,United Arab Emirates,Asia/Dubai,,,
1732,Danbury,DXR,Danbury,United States,America/New_York,,,
1733,Dysart,DYA,Dysart,Australia,Australia/Brisbane,,,
1734,Dayong,DYG,Dayong,China,Asia/Shanghai,,,
1735,Doylestown,DYL,Doylestown,United States,America/New_York,,,
1736,Diamantina Lakes,DYM,Diamantina Lakes,Australia,Australia/Brisbane,,,
1737,Anadyr,DYR,Anadyr,Russian Federation,Asia/Anadyr,,,
1738,Abilene,DYS,Dyess AFB,United States,America/Chicago,,,
1739,Dushanbe,DYU,dyu,Tajikistan,Asia/Dushanbe,,,
1740,Daly Waters,DYW,Daly Waters,Australia,Australia/Darwin,,,
1741,Dzaoudzi,DZA,Dzaoudzi,Comoros,Indian/Mayotte,,,
1742,Durazno,DZO,Durazno,Uruguay,America/Montevideo,,,
1743,Dazu,DZU,Dazu,China,Asia/Chongqing,,,
1744,Eagle,EAA,Eagle,United States,America/Anchorage,,,
1745,Abbse,EAB,Abbse,Yemen,Asia/Aden,,,
1746,Emae,EAE,Emae,Vanuatu,Pacific/Efate,,,
1747,Kwajalein Atoll,EAL,Elenak,Marshall Islands,Pacific/Kwajalein,,,
1748,Nejran,EAM,Nejran,Saudi Arabia,Asia/Riyadh,,,
1749,Kearney,EAR,Kearney,United States,America/Chicago,,,
1750,Eau Claire,EAU,Eau Claire,United States,America/Chicago,,,
1751,Elba Island,EBA,Marina Di Campo,Italy,Europe/Rome,,,
1752,Entebbe,EBB,Entebbe,Uganda,Africa/Kampala,,,
1753,El Obeid,EBD,El Obeid,Sudan,Africa/Khartoum,,,
1754,El Bagre,EBG,El Bagre,Colombia,America/Bogota,,,
1755,Esbjerg,EBJ,Esbjerg,Denmark,Europe/Copenhagen,,,
1756,El Borma,EBM,El Borma,Tunisia,Africa/Tunis,,,
1757,Ebadon,EBN,Ebadon,Marshall Islands,Pacific/Kwajalein,,,
1758,Ebon,EBO,Ebon Airport,Marshall Islands,Pacific/Majuro,,,
1759,Ebolowa,EBW,Ebolowa,Cameroon,Africa/Douala,,,
1760,Elizabeth City,ECG,Elizabeth City,United States,America/New_York,,,
1761,Echuca,ECH,Echuca,Australia,Australia/Melbourne,,,
1762,Lefkosa,ECN,Ercan,Cyprus,Asia/Nicosia,,,
1763,El Encanto,ECO,El Encanto,Colombia,America/Bogota,,,
1764,El Charco,ECR,El Charco,Colombia,America/Bogota,,,
1765,Newcastle,ECS,Mondell,United States,America/Denver,,,
1766,Edna Bay,EDA,Edna Bay,United States,America/Sitka,,,
1767,Eldebba,EDB,Eldebba,Sudan,Africa/Khartoum,,,
1768,Erldunda,EDD,Erldunda,Australia,Australia/Darwin,,,
1769,Edenton,EDE,Municipal,United States,America/New_York,,,
1770,Anchorage,EDF,Elmendorf AFB,United States,America/Anchorage,,,
1771,Edgewood,EDG,Weide AAF,United States,America/New_York,,,
1772,Edinburgh,EDI,Turnhouse,United Kingdom,Europe/London,,,
1773,El Dorado,EDK,El Dorado,United States,America/Chicago,,,
1774,Eldoret,EDL,Eldoret,Kenya,Africa/Nairobi,,,
1775,La Roche,EDM,Les Ajoncs,France,Europe/Paris,,,
1776,Edremit/Korfez,EDO,Edremit/Korfez,Turkey,Europe/Istanbul,,,
1777,Erandique,EDQ,Erandique,Honduras,America/Tegucigalpa,,,
1778,Edward River,EDR,Edward River,Australia,Australia/Brisbane,,,
1779,Edwards AFB,EDW,Edwards AFB,United States,America/Los_Angeles,,,
1780,Needles,EED,Needles,United States,America/Los_Angeles,,,
1781,Eek,EEK,Eek,United States,America/Nome,,,
1782,Keene,EEN,Dillant-Hopkins,United States,America/New_York,,,
1783,Eight Fathom Bight,EFB,Eight Fathom Bight,United States,America/Juneau,,,
1784,Houston,EFD,Ellington Field,United States,America/Chicago,,,
1785,Efogi,EFG,Efogi,Papua New Guinea,Pacific/Port_Moresby,,,
1786,Newport,EFK,Newport,United States,America/New_York,,,
1787,Kefallinia,EFL,Argostolion,Greece,Europe/Athens,,,
1788,Engati,EGA,Engati,Papua New Guinea,Pacific/Port_Moresby,,,
1789,Bergerac,EGC,Roumanieres,France,Europe/Paris,,,
1790,Neghelli,EGL,Neghelli,Ethiopia,Africa/Addis_Ababa,,,
1791,Geneina,EGN,Geneina,Sudan,Africa/Khartoum,,,
1792,Belgorod,EGO,Belgorod,Russian Federation,Europe/Moscow,,,
1793,Eagle Pass,EGP,Maverick Co,United States,America/Chicago,,,
1794,Egilsstadir,EGS,Egilsstadir,Iceland,Atlantic/Reykjavik,,,
1795,Eagle River,EGV,Eagle River,United States,America/Chicago,,,
1796,Egegik,EGX,Egegik,United States,America/Anchorage,,,
1797,El Bolson,EHL,El Bolson,Argentina,America/Argentina/Salta,,,
1798,Cape Newenham,EHM,Cape Newenham,United States,America/Nome,,,
1799,East Hartford,EHT,Rentschler,United States,America/New_York,,,
1800,Eia,EIA,Popondetta,Papua New Guinea,Pacific/Port_Moresby,,,
1801,Eniseysk,EIE,Eniseysk,Russian Federation,Asia/Krasnoyarsk,,,
1802,Einasleigh,EIH,Einasleigh,Australia,Australia/Brisbane,,,
1803,Fairbanks,EIL,Eielson AFB,United States,America/Anchorage,,,
1804,Eindhoven,EIN,Eindhoven,Netherlands,Europe/Amsterdam,,,
1805,Beef Island,EIS,Beef Island,Virgin Islands (British),America/Tortola,,,
1806,Ein Yahav,EIY,Ein Yahav,Israel,Asia/Jerusalem,,,
1807,Barrancabermeja,EJA,Variguies,Colombia,America/Bogota,,,
1808,Mili Atoll,EJT,Enijet,Marshall Islands,Pacific/Majuro,,,
1809,Eureka,EKA,Murray Field,United States,America/Los_Angeles,,,
1810,Ekibastuz,EKB,Ekibastuz,Kazakhstan,Asia/Almaty,,,
1811,Elkedra,EKD,Elkedra,Australia,Australia/Darwin,,,
1812,Elkhart,EKI,Municipal,United States,America/Indiana/Indianapolis,,,
1813,Elkins,EKN,Elkins,United States,America/New_York,,,
1814,Elko,EKO,Elko,United States,America/Los_Angeles,,,
1815,Eskilstuna,EKT,Eskilstuna,Sweden,Europe/Stockholm,,,
1816,Elizabethtown,EKX,Elizabethtown,United States,America/New_York,,,
1817,El Banco,ELB,San Bernado,Colombia,America/Bogota,,,
1818,Elcho Island,ELC,Elcho Island,Australia,Australia/Darwin,,,
1819,El Dorado,ELD,Goodwin Field,United States,America/Chicago,,,
1820,El Real,ELE,El Real,Panama,America/Panama,,,
1821,El Fasher,ELF,El Fasher,Sudan,Africa/Khartoum,,,
1822,El Golea,ELG,El Golea,Algeria,Africa/Algiers,,,
1823,North Eleuthera,ELH,International,Bahamas,America/Nassau,,,
1824,Elim,ELI,Elim,United States,America/Nome,,,
1825,El Recreo,ELJ,El Recreo,Colombia,America/Bogota,,,
1826,Elk City,ELK,Municipal,United States,America/Chicago,,,
1827,Ellisras,ELL,Ellisras,South Africa,Africa/Johannesburg,,,
1828,Corning,ELM,Corning,United States,America/New_York,,,
1829,Ellensburg,ELN,Bowers Field,United States,America/Los_Angeles,,,
1830,Eldorado,ELO,Eldorado,Argentina,America/Argentina/Cordoba,,,
1831,El Paso,ELP,International,United States,America/Denver,,,
1832,Buraidah,ELQ,Gassim Regional Airport,Saudi Arabia,Asia/Riyadh,,,
1833,Elelim,ELR,Elelim,Indonesia,Asia/Jayapura,,,
1834,East London,ELS,East London,South Africa,Africa/Johannesburg,,,
1835,El Oued,ELU,Guemar,Algeria,Africa/Algiers,,,
1836,Elfin Cove,ELV,Elfin Cove SPB,United States,America/Juneau,,,
1837,El Tigre,ELX,El Tigre,Venezuela,America/Caracas,,,
1838,Ely,ELY,Yelland,United States,America/Los_Angeles,,,
1839,Nottingham,EMA,Nottingham E. Midlands,United Kingdom,Europe/London,,,
1840,Emerald,EMD,Emerald,Australia,Australia/Brisbane,,,
1841,Emden,EME,Emden,Germany,Europe/Berlin,,,
1842,Emirau,EMI,Emirau,Papua New Guinea,Pacific/Port_Moresby,,,
1843,Emmonak,EMK,Emmonak,United States,America/Nome,,,
1844,Emmen,EML,Emmen,Switzerland,Europe/Zurich,,,
1845,Kemerer,EMM,Kemerer,United States,America/Denver,,,
1846,Nema,EMN,Nema,Mauritania,Africa/Nouakchott,,,
1847,Emo,EMO,Emo,Papua New Guinea,Pacific/Port_Moresby,,,
1848,Emporia,EMP,Emporia,United States,America/Chicago,,,
1849,El Monte,EMT,El Monte,United States,America/Los_Angeles,,,
1850,El Maiten,EMX,El Maiten,Argentina,America/Argentina/Catamarca,,,
1851,El Minya,EMY,El Minya,Egypt,Africa/Cairo,,,
1852,Kenai,ENA,Kenai,United States,America/Anchorage,,,
1853,Eneabba West,ENB,Eneabba West,Australia,Australia/Perth,,,
1854,Nancy,ENC,Essey,France,Europe/Paris,,,
1855,Enid,END,Vance AFB,United States,America/Chicago,,,
1856,Ende,ENE,Ende,Indonesia,Asia/Makassar,,,
1857,Enontekio,ENF,Enontekio,Finland,Europe/Helsinki,,,
1858,Enshi,ENH,Enshi,China,Asia/Shanghai,,,
1859,El Nido,ENI,El Nido,Philippines,Asia/Manila,,,
1860,El Naranjo,ENJ,El Naranjo,Guatemala,America/Guatemala,,,
1861,Enniskillen,ENK,Enniskillen,United Kingdom,Europe/London,,,
1862,Centralia,ENL,Municipal,United States,America/Chicago,,,
1863,Nenana,ENN,Municipal,United States,America/Anchorage,,,
1864,Encarnacion,ENO,Teniente Prim Alarcon,Paraguay,America/Asuncion,,,
1865,Coronel E Soto Cano AB,ENQ,Coronel E Soto Cano AB,Honduras,America/Tegucigalpa,,,
1866,Enschede,ENS,Twente,Netherlands,Europe/Amsterdam,,,
1867,Enewetak Island,ENT,Enewetak Island,Marshall Islands,Pacific/Pohnpei,,,
1868,Enugu,ENU,Enugu,Nigeria,Africa/Lagos,,,
1869,Kenosha,ENW,Kenosha Regional Airport,United States,America/Chicago,,,
1870,Medellín,EOH,Enrique Olaya Herrera International Airport,Colombia,America/Bogota,,,
1871,Eday,EOI,Eday,United Kingdom,Europe/London,,,
1872,Keokuk,EOK,Keokuk,United States,America/Chicago,,,
1873,El Dorado,EOR,El Dorado,Venezuela,America/Caracas,,,
1874,Neosho,EOS,Neosho,United States,America/Chicago,,,
1875,Elorza,EOZ,Elorza,Venezuela,America/Caracas,,,
1876,El Palomar,EPA,El Palomar,Argentina,America/Argentina/Buenos_Aires,,,
1877,Ephrata,EPH,Ephrata,United States,America/Los_Angeles,,,
1878,Epinal,EPL,Mirecourt,France,Europe/Paris,,,
1879,Epena,EPN,Epena,Congo,Africa/Brazzaville,,,
1880,Esperance,EPR,Esperance,Australia,Australia/Perth,,,
1881,El Portillo/samana,EPS,El Portillo,Dominican Republic,America/Santo_Domingo,,,
1882,Eliptamin,EPT,Eliptamin,Papua New Guinea,Pacific/Port_Moresby,,,
1883,Esquel,EQS,Esquel,Argentina,America/Argentina/Catamarca,,,
1884,Erigavo,ERA,Erigavo,Somalia,Africa/Mogadishu,,,
1885,Ernabella,ERB,Ernabella,Australia,Australia/Adelaide,,,
1886,Erzincan,ERC,Erzincan,Turkey,Europe/Istanbul,,,
1887,Berdyansk,ERD,Berdyansk,Ukraine,Europe/Zaporozhye,,,
1888,Erave,ERE,Erave,Papua New Guinea,Pacific/Port_Moresby,,,
1889,Erfurt,ERF,Erfurt,Germany,Europe/Berlin,,,
1890,Errachidia,ERH,Errachidia,Morocco,Africa/Casablanca,,,
1891,Erie,ERI,International,United States,America/New_York,,,
1892,Erechim,ERM,Comandante Kraemer,Brazil,America/Sao_Paulo,,,
1893,Eirunepe,ERN,Eirunepe,Brazil,America/Manaus,,,
1894,Erdenet,ERT,Erdenet,Mongolia,Asia/Ulaanbaatar,,,
1895,Erume,ERU,Erume,Papua New Guinea,Pacific/Port_Moresby,,,
1896,Kerrville,ERV,Kerrville,United States,America/Chicago,,,
1897,Erzurum,ERZ,Erzurum,Turkey,Europe/Istanbul,,,
1898,Ankara,ESB,Esenboga,Turkey,Europe/Istanbul,,,
1899,Escanaba,ESC,Delta County Arpt,United States,America/Detroit,,,
1900,Eastsound,ESD,Orcas Island,United States,America/Los_Angeles,,,
1901,Ensenada,ESE,Ensenada,Mexico,America/Tijuana,,,
1902,Alexandria,ESF,Esler Field,United States,America/Chicago,,,
1903,Mariscal Estigarribia,ESG,Mariscal Estigarribia,Paraguay,America/Asuncion,,,
1904,Eskisehir,ESK,Eskisehir,Turkey,Europe/Istanbul,,,
1905,Elista,ESL,Elista,Russian Federation,Europe/Moscow,,,
1906,Esmeraldas,ESM,Esmeraldas,Ecuador,America/Guayaquil,,,
1907,Easton,ESN,Easton,United States,America/New_York,,,
1908,Espanola,ESO,Espanola,United States,America/Denver,,,
1909,East Stroudsburg,ESP,Birchwood-Pocono,United States,America/New_York,,,
1910,El Salvador,ESR,El Salvador,Chile,America/Santiago,,,
1911,Essen,ESS,Essen,Germany,Europe/Berlin,,,
1912,Estherville,EST,Municipal,United States,America/Chicago,,,
1913,Essaouira,ESU,Essaouira,Morocco,Africa/Casablanca,,,
1914,Easton,ESW,State,United States,America/Los_Angeles,,,
1915,Etadunna,ETD,Etadunna,Australia,Australia/Adelaide,,,
1916,Elat,ETH,Elat,Israel,Asia/Jerusalem,,,
1917,Enterprise,ETS,Municipal,United States,America/Chicago,,,
1918,Metz/Nancy,ETZ,Metz-Nancy-Lorraine,France,Europe/Paris,,,
1919,Eua,EUA,Kaufana,Tonga,Pacific/Tongatapu,,,
1920,Eucla,EUC,Eucla,Australia,Australia/Eucla,,,
1921,Eureka,EUE,Eureka,United States,America/Los_Angeles,,,
1922,Eufaula,EUF,Weedon Field,United States,America/Chicago,,,
1923,Eugene,EUG,Eugene,United States,America/Los_Angeles,,,
1924,Neumuenster,EUM,Neumuenster,Germany,Europe/Berlin,,,
1925,Laayoune,EUN,Hassan I,Morocco,Africa/El_Aaiun,,,
1926,Antique,EUQ,Evelio Javier,Philippines,Asia/Manila,,,
1927,Eva Downs,EVD,Eva Downs,Australia,Australia/Darwin,,,
1928,Harstad-Narvik,EVE,Evenes,Norway,Europe/Oslo,,,
1929,Evans Head,EVH,Evans Head,Australia,Australia/Sydney,,,
1930,Eveleth,EVM,Eveleth,United States,America/Chicago,,,
1931,Evansville,EVV,Dress Regional,United States,America/Chicago,,,
1932,Evanston,EVW,Evanston,United States,America/Denver,,,
1933,Evreux,EVX,Evreux,France,Europe/Paris,,,
1934,New Bedford,EWB,New Bedford,United States,America/New_York,,,
1935,Ewer,EWE,Ewer,Indonesia,Asia/Jayapura,,,
1936,Enarotali,EWI,Enarotali,Indonesia,Asia/Jayapura,,,
1937,Newton,EWK,City-County,United States,America/Chicago,,,
1938,New Bern,EWN,Simmons Nott,United States,America/New_York,,,
1939,Ewo,EWO,Ewo,Congo,Africa/Brazzaville,,,
1940,Newbury,EWY,Greenham RAF,United Kingdom,Europe/London,,,
1941,Excursion Inlet,EXI,SPB,United States,America/Juneau,,,
1942,Exmouth Gulf,EXM,Exmouth Gulf,Australia,Australia/Perth,,,
1943,Exeter,EXT,Exeter,United Kingdom,Europe/London,,,
1944,El Yopal,EYP,El Yopal,Colombia,America/Bogota,,,
1945,Eliye Springs,EYS,Eliye Springs,Kenya,Africa/Nairobi,,,
1946,Key West,EYW,International,United States,America/New_York,,,
1947,Buenos Aires,EZE,Ezeiza Ministro Pistarini,Argentina,America/Argentina/Buenos_Aires,,,
1948,Elazig,EZS,Elazig,Turkey,Europe/Istanbul,,,
1949,Faranah,FAA,Faranah,Guinea,Africa/Conakry,,,
1950,Farnborough,FAB,Farnborough,United Kingdom,Europe/London,,,
1951,Faaite,FAC,Faaite,French Polynesia,Pacific/Tahiti,,,
1952,Faroe Islands,FAE,Vagar,Faroe Islands,Atlantic/Faroe,,,
1953,Fort Eustis,FAF,Felker AAF,United States,America/New_York,,,
1954,Fagurholsmyri,FAG,Fagurholsmyri,Iceland,Atlantic/Reykjavik,,,
1955,Farah,FAH,Farah,Afghanistan,Asia/Kabul,,,
1956,Fairbanks,FAI,International,United States,America/Anchorage,,,
1957,Fajardo,FAJ,Fajardo,Puerto Rico,America/Puerto_Rico,,,
1958,Farmington,FAM,Regional,United States,America/Chicago,,,
1959,Farsund,FAN,Lista,Norway,Europe/Oslo,,,
1960,Faro,FAO,Faro,Portugal,Europe/Lisbon,,,
1961,Freida River,FAQ,Freida River,Papua New Guinea,Pacific/Port_Moresby,,,
1962,Fargo,FAR,Hector Field,United States,America/Chicago,,,
1963,Faskrudsfjordur,FAS,Faskrudsfjordur,Iceland,Atlantic/Reykjavik,,,
1964,Fresno,FAT,Airterminal,United States,America/Los_Angeles,,,
1965,Fakarava,FAV,Fakarava,French Polynesia,Pacific/Tahiti,,,
1966,Fayetteville,FAY,Municipal,United States,America/New_York,,,
1967,Fasa,FAZ,Fasa,Iran,Asia/Tehran,,,
1968,Faizabad,FBD,Faizabad,Afghanistan,Asia/Kabul,,,
1969,Francisco Beltrao,FBE,Francisco Beltrao,Brazil,America/Sao_Paulo,,,
1970,Fort Bragg,FBG,Simmons AAF,United States,America/New_York,,,
1971,Fairbanks,FBK,Ft Wainwright,United States,America/Anchorage,,,
1972,Faribault,FBL,Municipal,United States,America/Chicago,,,
1973,Lubumbashi,FBM,Luano,Zaire,Africa/Lubumbashi,,,
1974,Friday Harbor SPB,FBS,Friday Harbor SPB,United States,America/Los_Angeles,,,
1975,Kalispell,FCA,Glacier National Park,United States,America/Denver,,,
1976,Ficksburg,FCB,Ficksburg Sentra Oes,South Africa,Africa/Johannesburg,,,
1977,Fresno,FCH,Fresno-Chandler,United States,America/Los_Angeles,,,
1978,Minneapolis,FCM,Flying Cloud,United States,America/Chicago,,,
1979,Colorado Springs,FCS,Butts AAF,United States,America/Denver,,,
1980,Forde,FDE,Bringeland,Norway,Europe/Oslo,,,
1981,Fort De France,FDF,Lamentin,Martinique,America/Martinique,,,
1982,Friedrichshafen,FDH,Friedrichshafen,Germany,Europe/Berlin,,,
1983,Frederick,FDK,Municipal,United States,America/New_York,,,
1984,Frederick,FDR,Municipal,United States,America/Chicago,,,
1985,Bandundu,FDU,Bandundu,Zaire,Africa/Kinshasa,,,
1986,Findlay,FDY,Findlay,United States,America/New_York,,,
1987,Feira De Santana,FEC,Feira De Santana,Brazil,America/Bahia,,,
1988,Fergana,FEG,Fergana,Uzbekistan,Asia/Tashkent,,,
1989,Feijo,FEJ,Feijo,Brazil,America/Rio_Branco,,,
1990,Ferkessedougou,FEK,Ferkessedougou,Cote D'Ivoire (Ivory Coast),Africa/Abidjan,,,
1991,Fuerstenfeldbruck,FEL,Fuerstenfeldbruck,Germany,Europe/Berlin,,,
1992,Fernando De Noronha,FEN,Fernando De Noronha,Brazil,America/Noronha,,,
1993,Freeport,FEP,Albertus,United States,America/Chicago,,,
1994,Fremont,FET,Municipal,United States,America/Chicago,,,
1995,Cheyenne,FEW,Warren AFB,United States,America/Denver,,,
1996,Fez,FEZ,Sais,Morocco,Africa/Casablanca,,,
1997,Kill Devil Hills,FFA,First Flight,United States,America/New_York,,,
1998,Fairford,FFD,RAF Station,United Kingdom,Europe/London,,,
1999,Fairfield,FFL,Municipal,United States,America/Chicago,,,
2000,Fergus Falls,FFM,Fergus Falls,United States,America/Chicago,,,
2001,Dayton,FFO,Patterson AFB,United States,America/New_York,,,
2002,Frankfort,FFT,Capital City,United States,America/New_York,,,
2003,Futaleufu,FFU,Futaleufu,Chile,America/Santiago,,,
2004,Fderik,FGD,Fderik,Mauritania,Africa/Nouakchott,,,
2005,Apia,FGI,Fagali I,Samoa,Pacific/Apia,,,
2006,Fox Glacier,FGL,Fox Glacier,New Zealand (Aotearoa),Pacific/Auckland,,,
2007,Fangatau,FGU,Fangatau,French Polynesia,Pacific/Tahiti,,,
2008,Fakahina,FHZ,Fakahina,French Polynesia,Pacific/Tahiti,,,
2009,Fire Cove,FIC,Fire Cove,United States,America/Sitka,,,
2010,Fishers Island,FID,Elizabeth Field,United States,America/New_York,,,
2011,Fair Isle,FIE,Fair Isle,United Kingdom,Europe/London,,,
2012,Fria,FIG,Fria,Guinea,Africa/Conakry,,,
2013,Finke,FIK,Finke,Australia,Australia/Darwin,,,
2014,Fillmore,FIL,Municipal,United States,America/Denver,,,
2015,Finschhafen,FIN,Finschhafen,Papua New Guinea,Pacific/Port_Moresby,,,
2016,Five Finger,FIV,Five Finger,United States,America/Juneau,,,
2017,Fitzroy Crossing,FIZ,Fitzroy Crossing,Australia,Australia/Perth,,,
2018,Al-Fujairah,FJR,Fujairah Intl Arpt,United Arab Emirates,Asia/Dubai,,,
2019,Karlsruhe/Baden Baden,FKB,Soellingen,Germany,Europe/Berlin,,,
2020,Fakenham,FKH,Sculthorp RAF,United Kingdom,Europe/London,,,
2021,Kisangani,FKI,Kisangani,D. R. Congo,Africa/Lubumbashi,,,
2022,Fukui,FKJ,Fukui,Japan,Asia/Tokyo,,,
2023,Franklin,FKL,Chess-Lambertin,United States,America/New_York,,,
2024,Franklin,FKN,Municipal,United States,America/New_York,,,
2025,Fak Fak,FKQ,Fak Fak,Indonesia,Asia/Jayapura,,,
2026,Fukushima,FKS,Fukushima Airport,Japan,Asia/Tokyo,,,
2027,Florencia,FLA,Capitolio,Colombia,America/Bogota,,,
2028,Floriano,FLB,Cangapara,Brazil,America/Fortaleza,,,
2029,Fond Du Lac,FLD,Fond Du Lac,United States,America/Chicago,,,
2030,Flensburg,FLF,Schaferhaus,Germany,Europe/Berlin,,,
2031,Grand Canyon,FLG,Pulliam Field,United States,America/Phoenix,,,
2032,Flotta,FLH,Flotta,United Kingdom,Europe/London,,,
2033,Flateyri,FLI,Flateyri,Iceland,Atlantic/Reykjavik,,,
2034,Fort Lauderdale,FLL,International,United States,America/New_York,,,
2035,Filadelfia,FLM,Filadelfia,Paraguay,America/Asuncion,,,
2036,Florianopolis,FLN,Hercilio Luz,Brazil,America/Sao_Paulo,,,
2037,Florence,FLO,Florence,United States,America/New_York,,,
2038,Flippin,FLP,Flippin,United States,America/Chicago,,,
2039,Florence,FLR,Florence Peretola,Italy,Europe/Rome,,,
2040,Flinders Island,FLS,Flinders Island,Australia,Australia/Hobart,,,
2041,New York,FLU,Flushing,United States,America/New_York,,,
2042,Fort Leavenworth,FLV,Sherman AAF,United States,America/Chicago,,,
2043,Flores Island,FLW,Santa Cruz,Portugal,Atlantic/Azores,,,
2044,Fallon,FLX,Municipal,United States,America/Los_Angeles,,,
2045,Finley,FLY,Finley,Australia,Australia/Sydney,,,
2046,Formosa,FMA,El Pucu,Argentina,America/Argentina/Cordoba,,,
2047,Five Mile,FMC,Five Mile,United States,America/Anchorage,,,
2048,Fort Meade,FME,Tipton AAF,United States,America/Phoenix,,,
2049,Falmouth,FMH,Otis AFB,United States,America/New_York,,,
2050,Kalemie,FMI,Kalemie,Zaire,Africa/Lubumbashi,,,
2051,Farmington,FMN,Municipal,United States,America/Denver,,,
2052,Muenster,FMO,Muenster,Germany,Europe/Berlin,,,
2053,Fort Myers,FMY,Page Field,United States,America/New_York,,,
2054,Freetown,FNA,Lungi International,Sierra Leone,Africa/Freetown,,,
2055,Neubrandenburg,FNB,Neubrandenburg,Germany,Europe/Berlin,,,
2056,Madeira,FNC,Madeira,Portugal,Atlantic/Madeira,,,
2057,Fane,FNE,Fane,Papua New Guinea,Pacific/Port_Moresby,,,
2058,Fada Ngourma,FNG,Fada Ngourma,Burkina Faso,Africa/Ouagadougou,,,
2059,Fincha,FNH,Fincha,Ethiopia,Africa/Addis_Ababa,,,
2060,Nimes,FNI,Garons,France,Europe/Paris,,,
2061,Fin Creek,FNK,Fin Creek,United States,America/Anchorage,,,
2062,Fort Collins/Loveland,FNL,Municipal Airport,United States,America/Denver,,,
2063,Funter Bay,FNR,SPB,United States,America/Juneau,,,
2064,Flint,FNT,Bishop,United States,America/Detroit,,,
2065,Foula,FOA,Foula,United Kingdom,Europe/London,,,
2066,Fort Bragg,FOB,Fort Bragg,United States,America/Los_Angeles,,,
2067,Fuzhou,FOC,Fuzhou,China,Asia/Shanghai,,,
2068,Fort Dodge,FOD,Fort Dodge,United States,America/Chicago,,,
2069,Foggia,FOG,Gino Lisa,Italy,Europe/Rome,,,
2070,Foumban,FOM,Foumban,Cameroon,Africa/Douala,,,
2071,Fortuna,FON,Fortuna,Costa Rica,America/Costa_Rica,,,
2072,Numfoor,FOO,Numfoor,Indonesia,Asia/Jayapura,,,
2073,Forest Park,FOP,Morris AAF,United States,America/New_York,,,
2074,Fortaleza,FOR,Pinto Martins,Brazil,America/Fortaleza,,,
2075,Forrest,FOS,Forrest,Australia,Australia/Perth,,,
2076,Forster,FOT,Forster,Australia,Australia/Sydney,,,
2077,Fougamou,FOU,Fougamou,Gabon,Africa/Libreville,,,
2078,Foya,FOY,Foya,Liberia,Africa/Monrovia,,,
2079,Fort Pierce,FPR,St Lucie County,United States,America/New_York,,,
2080,Frankfurt,FRA,Frankfurt International Airport (Rhein-Main),Germany,Europe/Berlin,,,
2081,Forbes,FRB,Forbes,Australia,Australia/Sydney,,,
2082,Franca,FRC,Franca,Brazil,America/Sao_Paulo,,,
2083,Friday Harbor,FRD,Friday Harbor,United States,America/Los_Angeles,,,
2084,Fera Island,FRE,Fera Island,Solomon Islands,Pacific/Guadalcanal,,,
2085,Frankfurt,FRF,Rhein-Main AFB,Germany,Europe/Berlin,,,
2086,Farmingdale,FRG,Republic Field,United States,America/New_York,,,
